tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,day_name,weekends
N271HC,2021-03-11,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),07:29AM MST,07:34AM MST (?),5.0,8.51979819201843,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.6851,-111.88908,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Thursday,0
N271HC,2021-03-10,A109,KLGU,"Logan, UT",1UT9,"Salt Lake City, UT",11:43AM MST,12:58PM MST,74.0,75.63022437664449,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75491,-111.82136,40.66017,-111.88982,Logan-Cache Airport,Logan,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-03-10,A109,KSLC,"Salt Lake City, UT",KLGU,"Logan, UT",10:34AM MST,11:43AM MST,68.0,74.2760509760099,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68019,-111.89026,41.75524,-111.82063,Salt Lake City International Airport,Salt Lake City,UT,US,Logan-Cache Airport,Logan,UT,US,day,day,Wednesday,0
N271HC,2021-03-09,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",04:03PM MST,04:07PM MST,3.0,9.630855964989957,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66347,-111.89619,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Tuesday,0
N271HC,2021-03-09,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),08:51AM MST,08:58AM MST,6.0,7.365780777065349,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.69933,-111.90064,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Tuesday,0
N271HC,2021-03-07,A109,KBTF,"Bountiful, UT",1UT9,"Salt Lake City, UT",10:07AM MST,11:31AM MST,83.0,7.516045766328782,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.76358,-111.84479,40.66017,-111.88976,Skypark Airport,Bountiful,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2021-03-07,A109,KSLC,"Salt Lake City, UT",KBTF,"Bountiful, UT",07:39AM MST,07:43AM MST,4.0,10.476492819778407,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66237,-111.86534,40.72259,-111.68223,Salt Lake City International Airport,Salt Lake City,UT,US,Skypark Airport,Bountiful,UT,US,day,day,Sunday,1
N271HC,2021-03-07,A109,KSLC,"Salt Lake City, UT",KBTF,"Bountiful, UT",02:03AM MST,03:22AM MST,78.0,7.6041590094578995,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68552,-111.88631,40.79555,-111.87824,Salt Lake City International Airport,Salt Lake City,UT,US,Skypark Airport,Bountiful,UT,US,night,night,Sunday,1
N271HC,2021-03-06,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",02:20PM MST,02:24PM MST,4.0,10.057857156519916,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66007000000001,-111.88714,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-03-06,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),10:00AM MST,10:31AM MST,30.0,12.917534476232928,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.6165,-111.88058,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-03-05,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",05:01PM MST,05:07PM MST,6.0,9.987250777563114,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88976,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-03-05,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),04:47PM MST,04:58PM MST,11.0,9.696614428560672,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66897,-111.88065,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-03-05,A109,KHIF,"Ogden, UT",1UT9,"Salt Lake City, UT",03:15PM MST,03:32PM MST,17.0,36.32708016010417,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.18427,-111.95517,40.66017,-111.88976,Hill Air Force Base,Ogden,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-03-05,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",01:27PM MST,03:14PM MST,106.0,35.653177874453625,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.6692,-111.88102,41.18283,-111.95489,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Friday,0
N271HC,2021-03-05,A109,KLGU,"Logan, UT",1UT9,"Salt Lake City, UT",07:40AM MST,08:20AM MST,39.0,75.56724615424848,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75399,-111.82112,40.66017,-111.88976,Logan-Cache Airport,Logan,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-03-05,A109,KSLC,"Salt Lake City, UT",KLGU,"Logan, UT",05:47AM MST,06:18AM MST,31.0,74.67376480901301,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67411,-111.8703,41.75556,-111.82068999999998,Salt Lake City International Airport,Salt Lake City,UT,US,Logan-Cache Airport,Logan,UT,US,night,night,Friday,0
N271HC,2021-03-05,A109,KBMC,"Brigham City, UT",1UT9,"Salt Lake City, UT",12:49AM MST,01:46AM MST,56.0,50.0130899074951,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.38717000000001,-112.03531,40.67108,-111.88768,Brigham City Regional Airport,Brigham City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Friday,0
N271HC,2021-03-04,A109,KSLC,"Salt Lake City, UT",2UT3,"Brigham City, UT",10:23PM MST,10:44PM MST,20.0,53.51698660906554,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67464,-111.89533,41.43639,-112.08766,Salt Lake City International Airport,Salt Lake City,UT,US,Fort Ranch Airport,Brigham City,UT,US,night,night,Thursday,0
N271HC,2021-03-03,A109,KPVU,"Provo, UT",1UT9,"Salt Lake City, UT",12:41PM MST,12:55PM MST,14.0,30.84290792068623,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.24663,-111.66774,40.66021,-111.88976,Provo Municipal Airport,Provo,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-03-03,A109,KU77,"Spanish Fork, UT",KPVU,"Provo, UT",11:38AM MST,12:37PM MST,58.0,21.147504736898295,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.95576,-111.79302,40.24623,-111.6656,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,Wednesday,0
N271HC,2021-03-03,A109,KSLC,"Salt Lake City, UT",KU77,"Spanish Fork, UT",09:13AM MST,09:38AM MST,25.0,56.035234060757176,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.62963,-111.89127,39.82321,-112.01688,Salt Lake City International Airport,Salt Lake City,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,day,day,Wednesday,0
N271HC,2021-03-03,A109,KPVU,"Provo, UT",1UT9,"Salt Lake City, UT",12:51AM MST,01:55AM MST,64.0,21.51536433564733,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.36633,-111.75854,40.6621,-111.88792,Provo Municipal Airport,Provo,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Wednesday,0
N271HC,2021-03-02,A109,KSLC,"Salt Lake City, UT",KPVU,"Provo, UT",10:45PM MST,10:53PM MST,8.0,19.13636739581022,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.64145,-111.88383,40.37841,-111.76866,Salt Lake City International Airport,Salt Lake City,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,Tuesday,0
N271HC,2021-03-01,A109,KBMC,Brigham City Rgnl (KBMC),1UT9,"Salt Lake City, UT",06:11PM MST,07:52PM MST,101.0,62.220099672686004,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.552399,-112.061996,40.66021,-111.88976,Brigham City Regional Airport,Brigham City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,night,Monday,0
N271HC,2021-03-01,A109,KSLC,"Salt Lake City, UT",2UT3,"Brigham City, UT",04:45PM MST,05:06PM MST,20.0,51.21982958377153,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68705,-111.88578,41.42193,-112.0236,Salt Lake City International Airport,Salt Lake City,UT,US,Fort Ranch Airport,Brigham City,UT,US,day,day,Monday,0
N271HC,2021-02-28,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),06:49PM MST,10:08PM MST,199.0,9.446773507976594,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67595,-111.87534,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,night,Sunday,1
N271HC,2021-02-28,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",01:05PM MST,01:10PM MST,5.0,9.983344124458718,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66021,-111.88982,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2021-02-28,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),12:50PM MST,12:54PM MST,3.0,4.37462904953986,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.77492,-111.8965,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2021-02-28,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",12:45PM MST,12:49PM MST,3.0,5.209528902967118,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.77822000000001,-111.87958,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2021-02-28,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),10:06AM MST,10:16AM MST,9.0,9.968875826122288,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66082,-111.88889,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Sunday,1
N271HC,2021-02-27,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",01:22PM MST,01:30PM MST,8.0,9.98579028933916,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88982,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-27,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),09:26AM MST,09:32AM MST,5.0,8.248440629387016,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68977,-111.8892,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-26,A109,KPVU,"Provo, UT",KBTF,"Bountiful, UT",12:56PM MST,01:13PM MST,16.0,38.77043963153493,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.24865,-111.66371,40.79629,-111.82849,Provo Municipal Airport,Provo,UT,US,Skypark Airport,Bountiful,UT,US,day,day,Friday,0
N271HC,2021-02-26,A109,KSLC,"Salt Lake City, UT",KPVU,"Provo, UT",11:30AM MST,11:44AM MST,14.0,29.428975642773548,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.63926,-111.88313,40.24646,-111.6656,Salt Lake City International Airport,Salt Lake City,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,Friday,0
N271HC,2021-02-26,A109,KU14,Nephi Muni (U14),KBTF,"Bountiful, UT",03:50AM MST,04:21AM MST,31.0,78.03895014570813,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.73880005,-111.87200159999998,40.86684,-111.76442,Nephi Municipal Airport,Nephi,UT,US,Skypark Airport,Bountiful,UT,US,night,night,Friday,0
N271HC,2021-02-25,A109,KSLC,"Salt Lake City, UT",KU77,"Spanish Fork, UT",10:28PM MST,01:11AM MST (+1),162.0,69.91944747891007,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66305,-111.8902,39.65033,-111.84218,Salt Lake City International Airport,Salt Lake City,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,night,night,Thursday,0
N271HC,2021-02-25,A109,KBTF,"Bountiful, UT",1UT9,"Salt Lake City, UT",01:17PM MST,01:29PM MST,12.0,23.385360746164995,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.99883,-111.90663,40.66017,-111.88983,Skypark Airport,Bountiful,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Thursday,0
N271HC,2021-02-25,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",11:09AM MST,11:26AM MST,17.0,28.826563018802084,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68219000000001,-111.88801,41.09181,-111.99608,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,day,day,Thursday,0
N271HC,2021-02-24,A109,KU77,"Spanish Fork, UT",1UT9,"Salt Lake City, UT",10:04PM MST,10:58PM MST,54.0,49.1601255045646,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.93734,-111.80434,40.6469,-111.8887,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Wednesday,0
N271HC,2021-02-24,A109,KSLC,"Salt Lake City, UT",KU77,"Spanish Fork, UT",08:01PM MST,08:23PM MST,22.0,66.60293493923895,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.64941,-111.88851,39.68596,-111.96679,Salt Lake City International Airport,Salt Lake City,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,night,night,Wednesday,0
N271HC,2021-02-24,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",06:28PM MST,06:46PM MST,18.0,9.987250777563114,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88976,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-02-24,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),02:43PM MST,02:47PM MST,3.0,8.678842672089075,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67907,-111.89625,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-02-20,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",02:55PM MST,03:01PM MST,6.0,9.983344124458718,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66021,-111.88982,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-20,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),02:28PM MST,02:36PM MST,7.0,7.837001766417651,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.69639,-111.89045,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-20,A109,KLGU,"Logan, UT",1UT9,"Salt Lake City, UT",10:21AM MST,11:25AM MST,64.0,75.58406135646975,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.75436,-111.82363,40.66021,-111.88982,Logan-Cache Airport,Logan,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-20,A109,KSLC,"Salt Lake City, UT",KLGU,"Logan, UT",09:06AM MST,09:43AM MST,36.0,74.77213260501847,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67292,-111.88914,41.75521,-111.82067,Salt Lake City International Airport,Salt Lake City,UT,US,Logan-Cache Airport,Logan,UT,US,day,day,Saturday,1
N271HC,2021-02-19,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",03:01PM MST,03:15PM MST,14.0,9.983949999995193,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66022,-111.88977,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-02-19,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),02:11PM MST,02:23PM MST,11.0,9.490804289172127,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67283,-111.87996,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Friday,0
N271HC,2021-02-17,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",02:00PM MST,02:05PM MST,5.0,9.98579028933916,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88982,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-02-15,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),07:15AM MST,07:23AM MST,7.0,10.01006113590396,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66666,-111.87429,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2021-02-13,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),01:53PM MST,02:05PM MST,11.0,9.131811076342164,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67511,-111.88807,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-11,A109,KHIF,"Ogden, UT",KBTF,"Bountiful, UT",09:59PM MST,10:18PM MST,18.0,38.596148344318244,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.34328,-112.0356,40.80654000000001,-111.82775,Hill Air Force Base,Ogden,UT,US,Skypark Airport,Bountiful,UT,US,night,night,Thursday,0
N271HC,2021-02-11,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",07:32PM MST,07:48PM MST,15.0,43.32775969747478,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67649,-111.88526,41.30357,-111.92728,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,night,night,Thursday,0
N271HC,2021-02-11,A109,KHIF,"Ogden, UT",1UT9,"Salt Lake City, UT",05:48PM MST,06:07PM MST,19.0,34.76150286028744,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.16034000000001,-111.96935,40.66021,-111.88982,Hill Air Force Base,Ogden,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Thursday,0
N271HC,2021-02-11,A109,KSLC,"Salt Lake City, UT",2UT3,"Brigham City, UT",01:53PM MST,02:14PM MST,20.0,51.834256325383826,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67897,-111.88889,41.42186,-112.03566,Salt Lake City International Airport,Salt Lake City,UT,US,Fort Ranch Airport,Brigham City,UT,US,day,day,Thursday,0
N271HC,2021-02-10,A109,KPVU,"Provo, UT",1UT9,"Salt Lake City, UT",09:37AM MST,10:32AM MST,54.0,16.07599063542385,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.42378,-111.87459,40.65637,-111.89236,Provo Municipal Airport,Provo,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Wednesday,0
N271HC,2021-02-10,A109,KSLC,"Salt Lake City, UT",KPVU,"Provo, UT",07:42AM MST,07:49AM MST,7.0,14.885921585603347,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.63982,-111.88908,40.42424000000001,-111.87827,Salt Lake City International Airport,Salt Lake City,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,Wednesday,0
N271HC,2021-02-09,A109,KPVU,"Provo, UT",KBTF,"Bountiful, UT",02:13PM MST,02:30PM MST,17.0,37.443830784753864,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.24343,-111.67274,40.77104,-111.83905,Provo Municipal Airport,Provo,UT,US,Skypark Airport,Bountiful,UT,US,day,day,Tuesday,0
N271HC,2021-02-09,A109,KSLC,"Salt Lake City, UT",KPVU,"Provo, UT",12:29PM MST,12:42PM MST,13.0,30.490399556267967,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.65002,-111.90057,40.24622,-111.66562,Salt Lake City International Airport,Salt Lake City,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,Tuesday,0
N271HC,2021-02-08,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",04:33PM MST,04:46PM MST,12.0,9.983949999995193,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66022,-111.88977,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2021-02-08,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),12:38PM MST,03:57PM MST,199.0,8.330049173447737,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68697,-111.89193,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2021-02-08,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),07:43AM MST,07:48AM MST,5.0,9.176887264419358,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.67022,-111.89781,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Monday,0
N271HC,2021-02-08,A109,KSLC,"Salt Lake City, UT",KHIF,"Ogden, UT",02:29AM MST,02:42AM MST,12.0,30.78855334209663,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.68227,-111.88866000000002,41.12828,-111.90496,Salt Lake City International Airport,Salt Lake City,UT,US,Hill Air Force Base,Ogden,UT,US,night,night,Monday,0
N271HC,2021-02-07,A109,KU77,"Spanish Fork, UT",1UT9,"Salt Lake City, UT",01:45AM MST,02:54AM MST,69.0,43.348943151480704,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.11681,-111.48516,40.66216,-111.89312,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,night,night,Sunday,1
N271HC,2021-02-06,A109,KPVU,"Provo, UT",KU77,"Spanish Fork, UT",11:54PM MST,12:06AM MST (+1),11.0,30.647104960400466,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.48428,-111.81327,40.11825,-111.48462,Provo Municipal Airport,Provo,UT,US,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT,US,night,night,Saturday,1
N271HC,2021-02-06,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",04:22PM MST,04:31PM MST,9.0,9.987007308705119,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66017,-111.88977,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-06,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),12:19PM MST,03:04PM MST,164.0,10.25180579871328,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.66422,-111.87078,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Saturday,1
N271HC,2021-02-05,A109,KSLC,Salt Lake City Intl (KSLC),1UT9,"Salt Lake City, UT",05:55PM MST,07:14PM MST,78.0,9.984804969613288,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.66021,-111.88976,Salt Lake City International Airport,Salt Lake City,UT,US,Tri-Arc Heliport,Salt Lake City,UT,US,day,night,Friday,0
N271HC,2021-02-05,A109,KSLC,"Salt Lake City, UT",KSLC,Salt Lake City Intl (KSLC),07:02AM MST,07:08AM MST,5.0,9.02412485802866,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.678000000000004,-111.88583,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,Salt Lake City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,Friday,0
