FAA ID,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,GPA,TCH,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),ILS Arpt Cntr (Y/N),ILS CAT II or III,WAAS CHANNEL #
HTL,ROSCOMMON COUNTY - BLODGETT MEMORIAL,HOUGHTON LAKE,MI,RNAV (GPS) RWY 09,LP,1520,1,372,,,N,1,N,N,,56434
EOP,PIKE COUNTY,WAVERLY,OH,RNAV (GPS) RWY 07,LP,1020,1,359,,,N,1,N,N,,56437
ORC,ORANGE CITY MUNI,ORANGE CITY,IA,RNAV (GPS) RWY 16,LP,1780,1,364,,,N,1,N,N,,56438
CFS,TUSCOLA AREA,CARO,MI,RNAV (GPS) RWY 06,LP,1040,1,351,,,N,1,N,N,,56441
M21,MUHLENBERG COUNTY,GREENVILLE,KY,RNAV (GPS) RWY 06,LP,960,1,540,,,N,1,N,N,,56527
OXD,MIAMI UNIVERSITY,OXFORD,OH,RNAV (GPS) RWY 23,LP,1400,1,366,,,N,1,N,N,,56528
RPX,ROUNDUP,ROUNDUP,MT,RNAV (GPS) RWY 07,LP,3940,1,450,,,N,1,N,N,,56529
5R1,ROY WILCOX,CHATOM,AL,RNAV (GPS) RWY 30,LP,680,1,551,,,N,1,N,N,,56535
OIC,LT WARREN EATON,NORWICH,NY,RNAV (GPS) RWY 01,LP,1860,1,837,,,N,1,N,,,56536
HTH,HAWTHORNE INDUSTRIAL,HAWTHORNE,NV,RNAV (GPS) RWY 28,LP,4620,1,390,,,N,1,N,N,,56540
RMG,RICHARD B RUSSELL REGIONAL - J H TOWERS FIELD,ROME,GA,RNAV (GPS) RWY 25,LP,1000,1,362,,,N,1,Y,Y,,56542
DTS,DESTIN EXECUTIVE,DESTIN,FL,RNAV (GPS) RWY 32,LP,440,1,420,,,N,1,N,N,,56623
FFZ,FALCON FLD,MESA,AZ,RNAV (GPS) RWY 04L,LP,1780,1,397,,,N,1,N,N,,56625
HSR,HOT SPRINGS MUNI,HOT SPRINGS,SD,RNAV (GPS) RWY 19,LP,3840,1,694,,,N,1,N,N,,56628
SIT,SITKA ROCKY GUTIERREZ,SITKA,AK,RNAV (GPS) RWY 11,LP,740,1,716,,,N,1,N,N,,56632
LBF,NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD,NORTH PLATTE,NE,RNAV (GPS) RWY 35,LP,3140,1,367,,,N,1,Y,Y,,56634
Y72,BLOYER FIELD,TOMAH,WI,RNAV (GPS) RWY 25,LP,1440,1,474,,,N,1,N,N,,56637
TVI,THOMASVILLE RGNL,THOMASVILLE,GA,RNAV (GPS) RWY 04,LP,640,1,378,,,N,1,Y,Y,,56640
GQQ,GALION MUNI,GALION,OH,RNAV (GPS) RWY 23,LP,1620,1,396,,,N,1,N,N,,57923
E01,ROY HURD MEMORIAL,MONAHANS,TX,RNAV (GPS) RWY 12,LP,3100,1,494,,,N,1,N,N,,57927
MDM,MARSHALL DON HUNTER SR,MARSHALL,AK,RNAV (GPS) RWY 07,LP,820,1 1/2,737,,,N,1,N,N,,57929
10G,HOLMES COUNTY,MILLERSBURG,OH,RNAV (GPS) RWY 27,LP,1480,1,265,,,N,1,N,N,,57937
VTA,NEWARK-HEATH,NEWARK,OH,RNAV (GPS) RWY 09,LP,1280,1,396,,,N,1,N,N,,57939
IWK,WALES,WALES,AK,RNAV (GPS) RWY 18,LP,340,1,314,,,N,1,N,N,,57942
TVL,LAKE TAHOE,SOUTH LAKE TAHOE,CA,RNAV (GPS) RWY 18 AMDT 1,LP,6680,3,421,,,N,1,N,N,,57943
IJD,WINDHAM,WILLIMANTIC,CT,RNAV (GPS) RWY 09,LP,640,1,401,,,N,1,N,N,,58024
2H2,JERRY SUMNERS SR AURORA MUNI,AURORA,MO,RNAV (GPS) RWY 18,LP,1940,1,506,,,N,1,N,N,,58025
HLX,TWIN COUNTY,GALAX/HILLSVILLE,VA,RNAV (GPS) RWY 19,LP,3120,1,478,,,N,1,N,N,,58027
AKW,KLAWOCK,KLAWOCK,AK,RNAV (GPS) RWY 02,LP,1140,1 1/2,1083,,,N,1,N,N,,58032
PKV,CALHOUN COUNTY,PORT LAVACA,TX,RNAV (GPS) RWY 32,LP,340,1,310,,,N,1,N,N,,58037
RVN,HAWKINS COUNTY,ROGERSVILLE,TN,RNAV (GPS) RWY 07,LP,1820,1,565,,,N,1,N,N,,58040
ALO,WATERLOO RGNL,WATERLOO,IA,RNAV (GPS) RWY 18,LP,1300,1,429,,,N,1,Y,Y,,58042
GBR,WALTER J KOLADZA,GREAT BARRINGTON,MA,RNAV (GPS) RWY 11,LP,1840,1 1/4,1101,,,N,1,N,N,,58123
RUG,RUGBY MUNI,RUGBY,ND,RNAV (GPS) RWY 12,LP,1900,1,358,,,N,1,N,N,,58124
CQM,COOK MUNI,COOK,MN,RNAV (GPS) RWY 13,LP,1680,1,351,,,N,1,N,N,,58127
BUF,BUFFALO NIAGARA INTL,BUFFALO,NY,RNAV (GPS) RWY 14,LP,1080,1,370,,,N,1,Y,Y,,58129
N38,WELLSBORO JOHNSTON,WELLSBORO,PA,RNAV (GPS) RWY 10,LP,2940,1 1/4,1051,,,N,1,N,N,,58130
W99,GRANT COUNTY,PETERSBURG,WV,RNAV (GPS) Y RWY 31,LP,2620,1 1/4,1663,,,N,1,N,N,,58131
DTN,SHREVEPORT DOWNTOWN,SHREVEPORT,LA,RNAV (GPS) RWY 32,LP,580,1,401,,,N,1,N,N,,58140
POH,POCAHONTAS MUNI,POCAHONTAS,IA,RNAV (GPS) RWY 12,LP,1740,1,514,,,N,1,N,N,,58223
HXF,HARTFORD MUNI,HARTFORD,WI,RNAV (GPS) RWY 29,LP,1600,1,554,,,N,1,N,N,,58226
CMD,CULLMAN RGNL-FOLSOM FIELD,CULLMAN,AL,RNAV (GPS) RWY 02,LP,1420,1,463,,,N,1,N,N,,58235
PSO,STEVENS FIELD,PAGOSOA SPRINGS,CO,RNAV (GPS) RWY 01,LP,8240,1,603,,,N,1,N,N,,58238
FLP,MARION COUNTY RGNL,FLIPPIN,AR,RNAV (GPS) RWY 04,LP,1100,1,407,,,N,1,N,N,,58239
BMT,BEAUMONT MUNI,BEAUMONT,TX,RNAV (GPS) RWY 31,LP,380,1,348,,,N,1,N,N,,58241
45R,HAWTHORNE FIELD,KOUNTZE/SILSBEE,TX,RNAV (GPS) RWY 13,LP,700,1,629,,,N,1,N,N,,58242
AVQ,MARANA RGNL,MARANA,AZ,RNAV (GPS) RWY 12,LP,2420,1,409,,,N,1,N,,,58324
I69,CLERMONT COUNTY,BATAVIA,OH,RNAV (GPS) RWY 04,LP,1300,1,460,,,N,1,N,N,,58327
4D0,ABRAMS MUNI,GRAND LEDGE,MI,RNAV (GPS) RWY 09,LP,1380,1,539,,,N,1,N,N,,58334
8D7,CLARK COUNTY,CLARK,SD,RNAV (GPS) RWY 13,LP,2260,1,467,,,N,1,N,N,,58340
VKS,VICKSBURG MUNI,VICKSBURG,MS,RNAV (GPS) RWY 19,LP,660,1,554,,,N,1,N,N,,60932
D95,DUPONT-LAPEER,LAPEER,MI,RNAV (GPS) RWY 36,LP,1220,1,388,,,N,1,N,,,60934
JXI,FOX STEPHENS FIELD - GILMER MUNI,GILMER,TX,RNAV (GPS) RWY 18,LP,820,1,405,,,N,1,N,N,,60935
S39,PRINEVILLE,PRINEVILLE,OR,RNAV (GPS) RWY 10,LP,3660,1,414,,,N,1,N,,,60936
S39,PRINEVILLE,PRINEVILLE,OR,RNAV (GPS) RWY 10,LP,3760,1,514,,,N,1,N,,,60936
DWX,DIXON,DIXON,WY,RNAV (GPS) RWY 24,LP,7400,1,851,,,N,1,N,N,,60942
IWK,WALES,WALES,AK,RNAV (GPS) RWY 36,LP,460,1,434,,,N,1,N,,,60943
AZO,KALAMAZOO/BATTLE CREEK INTL,KALAMAZOO,MI,RNAV (GPS) RWY 23,LP,1220,1,346,,,N,1,Y,,,61021
7M1,MC GEHEE MUNI,MC GEHEE,AR,RNAV (GPS) RWY 36,LP,560,1,419,,,N,1,N,N,,61025
1J0,TRI-COUNTY,BONFIAY,FL,RNAV (GPS) RWY 19,LP,580,1,496,,,N,1,N,N,,61026
5G0,LE ROY,LE ROY,NY,RNAV (GPS) RWY 10,LP,1360,1,580,,,N,1,N,N,,61030
SHN,SANDERSON FIELD,SHELTON,WA,RNAV (GPS) RWY 05,LP,740,1,470,,,N,1,N,N,,61038
DTA,DELTA MUNI,DELTA,UT,RNAV (GPS) RWY 35,LP,5080,1,327,,,N,1,N,,,61124
BKD,STEPHENS COUNTY,BRECKENRIDGE,TX,RNAV (GPS) RWY 35,LP,1680,1,396,,,N,1,N,N,,61128
W99,GRANT COUNTY,PETERSBURG,WV,RNAV (GPS) Z RWY 31,LP,1980,1 1/4,1023,,,N,,N,,,61132
TEW,MASON JEWETT FIELD,MASON,MI,RNAV (GPS) RWY 10,LP,1300,1,380,,,N,1,N,,,61134
MKN,COMANCHE COUNTY-CITY,COMMACHE,TX,RNAV (GPS) RWY 35,LP,1720,1,346,,,N,1,N,N,,61136
LBT,LUMBERTON RGNL,LUMBERTON,NC,RNAV (GPS) RWY 13,LP,500,1,376,,,N,1,Y,Y,,61221
XLL,ALLENTOWN QUEEN CITY MUNI,ALLENTOWN,PA,RNAV (GPS) RWY 07,LP,940,1,550,,,N,1,N,N,,61224
PKB,MID-OHIO VALLEY RGNL,PARKERSBURG,WV,RNAV (GPS) RWY 28,LP,1300,1,461,,,N,1,Y,Y,,61227
UKT,QUAKERTOWN,QUAKERTOWN,PA,RNAV (GPS) RWY 29,LP,920,1,395,,,N,1,N,N,,61228
7G8,GEAUGA COUNTY,MIDDLEFIELD,OH,RNAV (GPS) RWY 29,LP,1620,1,453,,,N,1,N,N,,61233
43A,MONTGOMERY COUNTY,STAR,NC,RNAV (GPS) RWY 03,LP,1060,1,487,,,N,1,N,N,,61235
MRY,MONTEREY RGNL,MONTEREY,CA,RNAV (GPS) Y RWY 28L,LP,1080,5500,823,,,N,1,Y,Y,,61237
I18,JACKSON COUNTY,RAVENSWOOD,WV,RNAV (GPS) RWY 22,LP,1280,1,522,,,N,1,N,N,,61323
17J,DONALSONVILLE MUNI,DONALSONVILLE,GA,RNAV (GPS) RWY 19,LP,580,1,432,,,N,1,N,N,,61325
SFY,TRI-TOWNSHIP,SAVANNA,IL,RNAV (GPS) RWY 13,LP,940,1,324,,,N,1,N,N,,61328
ROC,GREATER ROCHESTER INTL,ROCHESTER,NY,RNAV (GPS) RWY 07,LP,940,1,395,,,N,1,Y,Y,,61334
CAG,CRAIG-MOFFAT,CRAIG,CO,RNAV (GPS) RWY 07,LP,6800,1,607,,,N,1,N,N,,61341
24J,SUWANNEE COUNTY,LIVE OAK,FL,RNAV (GPS) RWY 07,LP,460,1,359,,,N,1,N,N,,62132
4A4,POLK COUNTY AIRPORT- CORNELIUS MOORE FIELD,CEDARTOWN,GA,RNAV (GPS) RWY 28,LP,1280,1,326,,,N,1,N,N,,62824
CHO,CHARLOTTESVILLE-ALBEMARLE,CHARLOTTESVILLE,VA,RNAV (GPS) Y RWY 21,LP,940,1,314,,,N,1,Y,Y,,62831
17M,MAGEE MUNI,MAGEE,MS,RNAV (GPS) RWY 18,LP,1060,1,505,,,N,1,N,N,,62835
0I8,CYNTHIANA-HARRISON COUNTY,CYNTHIANA,KY,RNAV (GPS) RWY 11,LP,1220,1,499,,,N,1,N,,,62837
1F0,ARDMORE DOWNTOWN EXECUTIVE,ARDMORE,OK,RNAV (GPS) RWY 35,LP,1200,1,355,,,N,1,N,,,62921
DWU,ASHLAND RGNL,ASHLAND,KY,RNAV (GPS) RWY 28,LP,1340,1,794,,,N,1,N,N,,62923
HUL,HOULTON INTL,HOULTON,ME,RNAV (GPS) RWY 05,LP,960,1,477,,,N,1,N,N,,62924
MQI,DARE COUNTY RGNL,MANTEO,NC,RNAV (GPS) RWY 17,LP,460,1,447,,,N,1,N,N,,62926
EWB,NEW BEDFORD RGNL,NEW BEDFORD,MA,RNAV (GPS) RWY 14,LP,540,1,464,,,N,1,Y,Y,,62927
USW,BOGGS FIELD,SPENCER,WV,RNAV (GPS) RWY 28,LP,1480,1,552,,,N,1,N,N,,62928
CHN,WAUCHULA MUNI,WAUCHULA,FL,RNAV (GPS) RWY 36,LP,520,1,417,,,N,1,N,N,,62929
TSO,CARROLL COUNTY-TOLSON,CARROLLTON,OH,RNAV (GPS) RWY 07,LP,1760,1,596,,,N,1,N,N,,62930
SUN,FRIEDMAN MEMORIAL,HAILEY,ID,RNAV (GPS) Y RWY 31 ,LP,6900,1 1/4,1611,,,N,1,N,N,,62939
SUN,FRIEDMAN MEMORIAL,HAILEY,ID,RNAV (GPS) Y RWY 31 ,LP,7220,1 1/4,1931,,,N,1,N,,,62939
SUW,RICHARD I BONG,SUPERIOR,WI,RNAV (GPS) RWY 04,LP,1060,1,390,,,N,1,N,,,63029
M08,WILLIAM L WHITEHURST FIELD,BOLIVAR,TN,RNAV (GPS) RWY 19,LP,840,1,343,,,N,1,N,N,,63035
SDP,SAND POINT,SAND POINT,AK,RNAV (GPS) RWY 14,LP,720,1,697,,,N,1,N,N,,63041
4O4,MC CURTAIN COUNTY RGNL,IDABEL,OK,RNAV (GPS) RWY 02,LP,800,1,328,,,N,1,N,N,,63042
PMZ,PLYMOUTH MUNI,PLYMOUTH,NC,RNAV (GPS) RWY 21,LP,600,1,565,,,N,1,N,N,,63125
CNK,BLOSSER MUNI,CONCORDIA,KS,RNAV (GPS) RWY 35,LP,1880,1,393,,,N,1,N,,,63127
MCD,MACKINAC ISLAND,MACKINAC ISLAND,MI,RNAV (GPS) RWY 08,LP,1080,1,351,,,N,1,N,N,,63129
HEF,MANASSAS RGNL/HARRY P DAVIS FIELD,WASHINGTON,DC,RNAV (GPS) RWY 34R,LP,620,1,442,,,N,1,Y,,,63130
MLY,MANLEY HOT SPRINGS,MANLEY HOT SPRINGS,AK,RNAV (GPS) RWY 36,LP,720,1,445,,,N,1,N,N,,63141
TPF,PETER O KNIGHT,TAMPA,FL,RNAV (GPS) RWY 36,LP,440,1,432,,,N,1,N,N,,63220
JFZ,TAZEWELL COUNTY,RICHLANDS,VA,RNAV (GPS) RWY 07,LP,3080,1,427,,,N,1,N,N,,63224
MCN,MIDDLE GEORGIA RGNL,MACON,GA,RNAV (GPS) RWY 32,LP,680,1,329,,,N,1,Y,Y,,63228
MNF,MOUNTAIN VIEW,MOUNTAIN VIEW,MO,RNAV (GPS) RWY 28,LP,1560,1,398,,,N,1,N,N,,63232
K78,ABILENE MUNI,ABILENE,KS,RNAV (GPS) RWY 17,LP,1640,1,487,,,N,1,N,N,,63234
UOX,UNIVERSITY-OXFORD,OXFORD,MS,RNAV (GPS) RWY 27,LP,940,1,488,,,N,1,N,N,,63235
W35,POTOMAC AIRPARK,BERKELEY SPRINGS,WV,RNAV (GPS) RWY 11,LP,1300,1 1/4,887,,,N,1,N,N,,63239
8D7,CLARK COUNTY,CLARK,SD,RNAV (GPS) RWY 31,LP,2220,1,429,,,N,1,N,,,63240
3AU,AUGUSTA MUNI,AUGUSTA,KS,RNAV (GPS) RWY 36,LP,1620,1,296,,,N,1,N,N,,64027
JXI,FOX STEPHENS FIELD - GILMER MUNI,GILMER,TX,RNAV (GPS) RWY 36,LP,820,1,414,,,N,1,N,,,65635
BVY,BEVERLY RGNL,BEVERLY,MA,RNAV (GPS) RWY 09,LP,480,1,394,,,N,1,N,N,,65640
1B0,DEXTER RGNL,DEXTER,ME,RNAV (GPS) RWY 34,LP,980,1,454,,,N,1,N,N,,65723
HPB,HOOPER BAY,HOOPER BAY,AK,RNAV (GPS) RWY 31,LP,380,1,367,,,N,1,N,N,,65725
LUA,LURAY CAVERNS,LURAY,VA,RNAV (GPS) RWY 04,LP,2180,1 1/4,1277,,,N,1,N,N,,65727
4B8,ROBERTSON FIELD,PLAINVILLE,CT,RNAV (GPS) RWY 02,LP,560,1,379,,,N,1,N,N,,65737
SMD,SMITH FIELD,FORT WAYNE,IN,RNAV (GPS) RWY 23,LP,1360,1,526,,,N,1,N,N,,65738
1U7,BEAR LAKE COUNTY,PARIS,ID,RNAV (GPS) RWY 10,LP,6240,1,309,,,N,1,N,N,,65742
GZL,STIGLER RGNL,STIGLER,OK,RNAV (GPS) RWY 17,LP,900,1,301,,,N,1,N,N,,65822
DKR,HOUSTON COUNTY,CROCKETT,TX,RNAV (GPS) RWY 20,LP,880,1,532,,,N,1,N,,,65826
8N8,DANVILLE,DANVILLE,PA,RNAV (GPS) RWY 09,LP,1280,1 1/4,721,,,N,1,N,N,,65827
BKD,STEPHENS COUNTY,BRECKENRIDGE,TX,RNAV (GPS) RWY 17,LP,1580,1,315,,,N,1,N,,,65828
4G5,MONROE COUNTY,WOODSFIELD,OH,RNAV (GPS) RWY 25,LP,1700,1,503,,,N,1,N,N,,65833
ZEF,ELKIN MUNI,ELKIN,NC,RNAV (GPS) RWY 07,LP,1460,1,393,,,N,1,N,N,,65836
M77,HOWARD COUNTY,NASHVILLE,AR,RNAV (GPS) RWY 19,LP,1080,1,527,,,N,1,N,N,,65921
CNI,CHEROKEE COUNTY,CANTON,GA,RNAV (GPS) RWY 23,LP,1600,1,410,,,N,1,N,N,,65923
ONM,SOCORRO MUNI,SOCORRO,NM,RNAV (GPS) RWY 33,LP,5080,1,334,,,N,1,N,N,,65927
FTY,FULTON COUNTY AIRPORT-BROWN FIELD,ATLANTA,GA,RNAV (GPS) RWY 26,LP,1360,1,546,,,N,1,Y,Y,,65930
5T9,MAVERICK COUNTY MEMORIAL INTL,EAGLE PASS,TX,RNAV (GPS) RWY 13,LP,1260,1,373,,,N,1,N,N,,65942
FIN,FLAGLER COUNTY,PALM COAST,FL,RNAV (GPS) RWY 11,LP,400,1,367,,,N,1,N,,,66009
SEF,SEBRING RGNL,SEBRING,FL,RNAV (GPS) RWY 14,LP,420,1,360,,,N,1,N,,,66024
VKS,VICKSBURG MUNI,VICKSBURG,MS,RNAV (GPS) RWY 01,LP,620,1,516,,,N,1,N,,,66030
IAG,NIAGARA FALLS INTL,NIAGARA FALLS,NY,RNAV (GPS) RWY 10L,LP,980,1,391,,,N,1,Y,,,66034
C75,MARSHALL COUNTY,LACON,IL,RNAV (GPS) RWY 13,LP,920,1,356,,,N,1,N,N,,66035
59B,NEWTON FIELD,JACKMAN,ME,RNAV (GPS) Y RWY 31 ORIG,LP,2120,1 1/4,942,,,N,1,N,N,,66042
GQQ,GALION MUNI,GALION,OH,RNAV (GPS) RWY 05,LP,1600,1,376,,,N,1,N,,,69223
ORB,ORR RGNL,ORR,MN,RNAV (GPS) RWY 13,LP,1720,1,407,,,N,1,N,N,,69224
MRH,MICHAEL J. SMITH FIELD,BEAUFORT,NC,RNAV (GPS) RWY 32,LP,380,1,370,,,N,1,N,N,,69227
LXY,MEXIA-LIMESTONE CO,MEXIA,TX,RNAV (GPS) RWY 36,LP,860,1,319,,,N,1,N,N,,69228
STS,CHARLES M SCHULZ - SONOMA COUNTY,SANTA ROSA,CA,RNAV (GPS) RWY 02,LP,500,1,371,,,N,1,Y,Y,,69230
LNA,PALM BEACH COUNTY PARK,WEST PALM BEACH,FL,RNAV (GPS) RWY 34,LP,380,1,366,,,N,1,N,N,,69232
VNC,VENICE MUNI,VENICE,FL,RNAV (GPS) RWY 05,LP,460,1,443,,,N,1,N,,,69234
17M,MAGEE MUNI,MAGEE,MS,RNAV (GPS) RWY 36,LP,1100,1,545,,,N,1,N,,,69235
M18,HOPE MUNI,HOPE,AR,RNAV (GPS) RWY 22,LP,820,1,469,,,N,1,N,N,,69237
THV,YORK,YORK,PA,RNAV (GPS) RWY 17,LP,920,1,450,,,N,1,N,N,,69321
VAY,SOUTH JERSEY RGNL,MOUNT HOLLY,NJ,RNAV (GPS) RWY 08,LP,660,1,616,,,N,1,N,N,,69324
GSH,GOSHEN MUNI,GOSHEN,IN,RNAV (GPS) RWY 09,LP,1180,1,360,,,N,1,Y,Y,,69325
5G0,LE ROY,LE ROY,NY,RNAV (GPS) RWY 28,LP,1240,1,462,,,N,1,N,,,69330
ESC,DELTA COUNTY,ESCANABA,MI,RNAV (GPS) RWY 01,LP,940,1,340,,,N,1,Y,Y,,69333
3A2,NEW TAZEWELL MUNI,TAZEWELL,TN,RNAV (GPS) RWY 07,LP,2240,1 1/4,1061,,,N,1,N,N,,69335
RVN,HAWKINS COUNTY,ROGERSVILLE,TN,RNAV (GPS) RWY 25,LP,1720,1,466,,,N,1,N,,,69340
RPB,BELLEVILLE MUNI,BELLEVILLE,KS,RNAV (GPS) RWY 36,LP,1920,1,382,,,N,1,N,N,,69425
GUR,CAMP GUERNSEY,GUERNSEY,WY,RNAV (GPS) RWY 32,LP,5040,1,660,,,N,1,N,N,,69426
5C1,BOERNE STAGE FIELD,SAN ANTONIO,TX,RNAV (GPS) RWY 35,LP,1840,1,455,,,N,1,N,,,69428
SUW,RICHARD I BONG,SUPERIOR,WI,RNAV (GPS) RWY 22,LP,1060,1,394,,,N,1,N,,,69429
LCH,LAKE CHARLES RGNL,LAKE CHARLES,LA,RNAV (GPS) RWY 05,LP,340,1,326,,,Y,1,Y,Y,,69440
TOG,TOGIAK,TOGIAK VILLAGE,AK,RNAV (GPS) RWY 03,LP,380,1,362,,,N,1,N,N,,69441
4O4,MC CURTAIN COUNTY RGNL,IDABEL,OK,RNAV (GPS) RWY 20,LP,820,1,357,,,N,1,N,,,69442
MWC,LAWRENCE J TIMMERMAN,MILWAUKEE,WI,RNAV (GPS) RWY 22R,LP,1160,1,421,,,N,1,N,N,,69524
GWO,GREENWOOD-LEFLORE,GREENWOOD,MS,RNAV (GPS) RWY 05,LP,520,1,371,,,N,1,Y,Y,,69526
OKK,KOKOMO MUNI,KOKOMO,IN,RNAV (GPS) RWY 32,LP,1200,1,374,,,N,1,Y,Y,,69534
TGC,GIBSON COUNTY,TRENTON,TN,RNAV (GPS) RWY 01,LP,710,1,362,,,N,1,N,N,,69538
HLG,WHEELING OHIO CO,WHEELING,WV,RNAV (GPS) RWY 34,LP,1620,1,429,,,N,1,Y,Y,,69540
MLY,MANLEY HOT SPRINGS,MANLEY HOT SPRINGS,AK,RNAV (GPS) RWY 18,LP,1860,1 1/4,1585,,,N,1,N,,,69541
IJD,WINDHAM,WILLIMANTIC,CT,RNAV (GPS) RWY 27,LP,940,1,701,,,N,1,N,,,69623
TOP,PHILIP BILLARD MUNI,TOPEKA,KS,RNAV (GPS) RWY 31,LP,1320,1,440,,,N,1,N,N,,69627
OQW,MAQUOKETA MUNI,MAQUOKETA,IA,RNAV (GPS) RWY 15,LP,1180,1,411,,,N,1,N,N,,69633
MMS,SELFS,MARKS,MS,RNAV (GPS) RWY 20,LP,600,1,439,,,N,1,N,N,,69634
9M8,SHERIDAN MUNI,SHERIDAN,AR,RNAV (GPS) RWY 01,LP,760,1,525,,,N,1,N,N,,69637
W35,POTOMAC AIRPARK,BERKELEY SPRINGS,WV,RNAV (GPS) RWY 29,LP,1180,1,767,,,N,1,N,,,69639
HVS,HARTSVILLE RGNL,HARTSVILLE,SC,RNAV (GPS) RWY 21,LP,760,1,396,,,N,1,N,N,,69640
67L,MESQUITE,MESQUITE,NV,RNAV (GPS) Z RWY 02,LP,2340,1,404,,,N,,N,,,69641
DAB,DAYTONA BEACH INTL,DAYTONA BEACH,FL,RNAV (GPS) RWY 25R,LP,440, 1/2,407,,,Y,1,Y,Y,,70327
CDI,CAMBRIDGE MUNI,CAMBRIDGE,OH,RNAV (GPS) RWY 22,LP,1420,1,621,,,N,1,N,N,,70334
18I,MC CREARY COUNTY,PINE KNOT,KY,RNAV (GPS) RWY 04,LP,1920,1,549,,,N,1,N,N,,70338
PHD,HARRY CLEVER FIELD,NEW PHILADELPHIA,OH,RNAV (GPS) RWY 33,LP,1540,1,647,,,N,1,N,N,,70343
1M4,POSEY FIELD,HALEYVILLE,AL,RNAV (GPS) RWY 36,LP,1400,1,480,,,N,1,N,N,,70424
HWY,WARRENTON-FAUQUIER,WARRENTON,VA,RNAV (GPS) RWY 33,LP,720,1,384,,,N,1,N,N,,70426
6A2,GRIFFIN-SPALDING COUNTY,GRIFFIN,GA,RNAV (GPS) RWY 14,LP,1320,1,362,,,N,1,N,N,,70429
AHH,AMERY MUNI,AMERY,WI,RNAV (GPS) RWY 36,LP,1560,1,472,,,N,1,N,N,,70433
GEV,ASH COUNTY,JEFFERSON,NC,RNAV (GPS) RWY 28,LP,3960,1 1/4,828,,,N,1,N,N,,70437
GTU,GEORGETOWN MUNI,GEORGETOWN,TX,RNAV (GPS) RWY 11,LP,1180,1,390,,,N,1,N,N,,70441
6G5,BARNESVILLE-BRADFIELD,BARNESVILLE,OH,RNAV (GPS) RWY 27,LP,1780,1,468,,,N,1,N,N,,70487
ELM,ELMIRA/CORNING RGNL,ELMIRA/CORNING,NY,RNAV (GPS) RWY 10,LP,2880,1 1/4,1346,,,N,1,Y,Y,,70530
GTG,GRANTSBURG MUNI,GRANTSBURG,WI,RNAV (GPS) RWY 12,LP,1300,1,373,,,N,1,N,,,70533
HTL,ROSCOMMON COUNTY - BLODGETT MEMORIAL,HOUGHTON LAKE,MI,RNAV (GPS) RWY 27,LP,1540,1,394,,,N,1,N,,,70534
ZEF,ELKIN MUNI,ELKIN,NC,RNAV (GPS) RWY 25,LP,1449,1,375,,,N,1,N,,,70536
RIF,RICHFIELD MUNI,RICHFIELD,UT,RNAV (GPS) RWY 19,LP,5880,1,594,,,N,1,N,N,,70537
RIF,RICHFIELD MUNI,RICHFIELD,UT,RNAV (GPS) RWY 19,LP,7340,1 1/4,2054,,,N,1,N,,,70537
SBN,SOUTH BEND INTL,SOUTH BEND,IN,RNAV (GPS) RWY 09L,LP,1200,1,412,,,N,1,Y,Y,,70542
DEC,DECATUR,DECATUR,IL,RNAV (GPS) RWY 12,LP,1020,1,340,,,N,1,Y,Y,,70627
TNP,TWENTYNINE PALMS,TWENTYNINE PALMS,CA,RNAV (GPS) RWY 26,LP,2940,1 1/4,1154,,,N,1,N,N,,70634
09A,BUTLER-CHOCTAW COUNTY,BUTLER,AL,RNAV (GPS) RWY 12,LP,620,1,493,,,N,1,N,N,,70638
6S0,BIG TIMBER,BIG TIMBER,MT,RNAV (GPS) RWY 24,LP,4740,1,263,,,N,1,N,N,,70640
BHC,BAXLEY MUNI,BAXLEY,GA,RNAV (GPS) RWY 26,LP,540,1,339,,,N,1,N,N,,70727
MCX,WHITE COUNTY,MONTICELLO,IN,RNAV (GPS) RWY 18,LP,1280,1,601,,,N,1,N,N,,70728
MFI,MARSHFIELD MUNI,MARSHFIELD,WI,RNAV (GPS) RWY 23,LP,1640,1,382,,,N,1,N,,,70732
ROC,GREATER ROCHESTER INTL,ROCHESTER,NY,RNAV (GPS) RWY 10,LP,960,5500,404,,,N,1,Y,,,70734
33J,GENEVA MUNI,GENEVA,AL,RNAV (GPS) RWY 11,LP,600,1,500,,,N,1,N,N,,70735
6L3,LISBON MUNI,LISBON,ND,RNAV (GPS) RWY 14,LP,1540,1,308,,,N,1,N,N,,70739
SPK,SPANISH FORK ARPT SPRINGVILLE-WOODHOUSE FIELD,SPANISH FORK,UT,RNAV (GPS) Y RWY 12 ,LP,6040,1 1/4,1513,,,N,1,N,N,,70842
F88,JONESBORO,JONESBORO,LA,RNAV (GPS) RWY 36,LP,620,1,364,,,N,1,N,N,,72628
HOM,HOMER,HOMER,AK,RNAV (GPS) Y RWY 22,LP,500,1,416,,,N,1,N,N,,72633
M18,HOPE MUNI,HOPE,AR,RNAV (GPS) RWY 04,LP,760,1,414,,,N,1,N,,,72637
