tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,duration_min,day_name,weekends
N381HC,2020-11-30,BE20,KSGU,St George Rgnl (KSGU),00UT,"Kanab, UT",01:31PM MST,01:41PM MST,0:10,41.762002051920994,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,36.98795,-112.75754,St George Municipal Airport,St George,UT,US,Clear Creek Ranch Airport,Kanab,UT,US,day,day,10,Monday,0
N481HC,2021-03-10,BE20,KTWF,Magic Valley Rgnl (KTWF),KSLC,Salt Lake City Intl (KSLC),09:09AM MST,09:49AM MST,0:40,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.4818,-114.487999,40.78839874267578,-111.97799682617188,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,40,Wednesday,0
N481HC,2021-03-10,BE20,KSLC,Salt Lake City Intl (KSLC),KTWF,Magic Valley Rgnl (KTWF),07:49AM MST,08:30AM MST,0:40,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.4818,-114.487999,Salt Lake City International Airport,Salt Lake City,UT,US,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,day,day,40,Wednesday,0
N481HC,2021-03-09,BE20,KTWF,Magic Valley Rgnl (KTWF),KSLC,Salt Lake City Intl (KSLC),09:05AM MST,09:50AM MST,0:44,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.4818,-114.487999,40.78839874267578,-111.97799682617188,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,44,Tuesday,0
N481HC,2021-03-09,BE20,KSLC,Salt Lake City Intl (KSLC),KTWF,Magic Valley Rgnl (KTWF),07:50AM MST,08:31AM MST,0:41,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.4818,-114.487999,Salt Lake City International Airport,Salt Lake City,UT,US,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,day,day,41,Tuesday,0
N481HC,2021-03-08,BE20,KTWF,Magic Valley Rgnl (KTWF),KSLC,Salt Lake City Intl (KSLC),07:43PM MST,08:32PM MST,0:48,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.4818,-114.487999,40.78839874267578,-111.97799682617188,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,48,Monday,0
N481HC,2021-03-08,BE20,KSLC,Salt Lake City Intl (KSLC),KTWF,Magic Valley Rgnl (KTWF),05:36PM MST,06:18PM MST,0:42,174.75828528534032,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.4818,-114.487999,Salt Lake City International Airport,Salt Lake City,UT,US,Joslin Field Magic Valley Regional Airport,Twin Falls,ID,US,day,day,42,Monday,0
N481HC,2021-03-06,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),04:36PM MST,04:50PM MST,0:13,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,13,Saturday,1
N481HC,2021-03-06,BE20,KPUC,Carbon Co Rgnl (KPUC),KPVU,Provo Muni (KPVU),02:27PM MST,02:47PM MST,0:20,66.41100713356255,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",39.61389923,-110.7509995,40.219200134277,-111.72299957275,Carbon County Regional/Buck Davis Field,Price,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,20,Saturday,1
N481HC,2021-03-06,BE20,KSLC,Salt Lake City Intl (KSLC),KPUC,Carbon Co Rgnl (KPUC),11:18AM MST,11:47AM MST,0:29,103.82772257631659,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,39.61389923,-110.7509995,Salt Lake City International Airport,Salt Lake City,UT,US,Carbon County Regional/Buck Davis Field,Price,UT,US,day,day,29,Saturday,1
N481HC,2021-03-05,BE20,KCDC,Cedar City Rgnl (KCDC),KSLC,Salt Lake City Intl (KSLC),07:02PM MST,07:46PM MST,0:44,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.78839874267578,-111.97799682617188,Cedar City Regional Airport,Cedar City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,44,Friday,0
N481HC,2021-03-05,BE20,KSLC,Salt Lake City Intl (KSLC),KCDC,Cedar City Rgnl (KCDC),05:10PM MST,06:00PM MST,0:49,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.70100021362305,-113.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Cedar City Regional Airport,Cedar City,UT,US,day,day,49,Friday,0
N481HC,2021-03-04,BE20,KPIH,Pocatello Rgnl (KPIH),KSLC,Salt Lake City Intl (KSLC),02:34PM MST,03:21PM MST,0:47,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.9098014831543,-112.59600067138672,40.78839874267578,-111.97799682617188,Pocatello Regional Airport,Pocatello,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,47,Thursday,0
N481HC,2021-03-04,BE20,KSLC,Salt Lake City Intl (KSLC),KPIH,Pocatello Rgnl (KPIH),12:27PM MST,01:06PM MST,0:38,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,Salt Lake City,UT,US,Pocatello Regional Airport,Pocatello,ID,US,day,day,38,Thursday,0
N481HC,2021-03-04,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:20AM MST,06:30AM MST,1:09,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,69,Thursday,0
N481HC,2021-03-04,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),12:03AM MST,01:05AM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,62,Thursday,0
N481HC,2021-03-03,BE20,KLND,Hunt Fld (KLND),KSLC,Salt Lake City Intl (KSLC),12:36PM MST,01:41PM MST,1:05,218.37105731986787,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.8152008057,-108.730003357,40.78839874267578,-111.97799682617188,Hunt Field,Lander,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,65,Wednesday,0
N481HC,2021-03-03,BE20,KSLC,Salt Lake City Intl (KSLC),KLND,Hunt Fld (KLND),10:36AM MST,11:25AM MST,0:49,218.37105731986787,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.8152008057,-108.730003357,Salt Lake City International Airport,Salt Lake City,UT,US,Hunt Field,Lander,WY,US,day,day,49,Wednesday,0
N481HC,2021-03-01,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),03:11PM PST,05:30PM MST,1:19,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,79,Monday,0
N481HC,2021-03-01,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),01:01PM MST,01:29PM PST,1:27,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,day,day,87,Monday,0
N481HC,2021-03-01,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),03:13AM PST,05:35AM MST,1:22,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,82,Monday,0
N481HC,2021-02-28,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),10:52PM MST,11:07PM PST,1:14,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,night,night,74,Sunday,1
N481HC,2021-02-28,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),03:15AM MST,03:44AM MST,0:29,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,29,Sunday,1
N481HC,2021-02-28,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),01:42AM MST,02:12AM MST,0:29,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,night,night,29,Sunday,1
N481HC,2021-02-27,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),02:32PM PST,04:53PM MST,1:21,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,81,Saturday,1
N481HC,2021-02-27,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),12:17PM MST,12:58PM PST,1:40,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,day,day,100,Saturday,1
N481HC,2021-02-27,BE20,KPIH,Pocatello Rgnl (KPIH),KSLC,Salt Lake City Intl (KSLC),09:31AM MST,10:14AM MST,0:42,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.9098014831543,-112.59600067138672,40.78839874267578,-111.97799682617188,Pocatello Regional Airport,Pocatello,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,42,Saturday,1
N481HC,2021-02-27,BE20,KSLC,Salt Lake City Intl (KSLC),KPIH,Pocatello Rgnl (KPIH),08:17AM MST,09:02AM MST,0:44,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,Salt Lake City,UT,US,Pocatello Regional Airport,Pocatello,ID,US,day,day,44,Saturday,1
N481HC,2021-02-27,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),12:56AM MST,01:09AM MST,0:13,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,13,Saturday,1
N481HC,2021-02-26,BE20,K74V,Roosevelt Muni (74V),KPVU,Provo Muni (KPVU),11:03PM MST,11:30PM MST,0:27,88.4882047757465,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.219200134277,-111.72299957275,Roosevelt Municipal Airport,Roosevelt,UT,US,Provo Municipal Airport,Provo,UT,US,night,night,27,Friday,0
N481HC,2021-02-26,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),10:09PM MST,10:38PM MST,0:28,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,night,night,28,Friday,0
N481HC,2021-02-26,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),09:08PM MST,09:21PM MST,0:13,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,13,Friday,0
N481HC,2021-02-26,BE20,KGPI,Glacier Park Intl (KGPI),KSLC,Salt Lake City Intl (KSLC),06:06PM MST,08:19PM MST,2:12,531.3625222676482,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",48.31050109863281,-114.25599670410156,40.78839874267578,-111.97799682617188,Glacier Park International Airport,Kalispell,MT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,night,132,Friday,0
N481HC,2021-02-26,BE20,KSLC,Salt Lake City Intl (KSLC),KGPI,Glacier Park Intl (KGPI),01:42PM MST,03:46PM MST,2:03,531.3625222676482,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,48.31050109863281,-114.25599670410156,Salt Lake City International Airport,Salt Lake City,UT,US,Glacier Park International Airport,Kalispell,MT,US,day,day,123,Friday,0
N481HC,2021-02-26,BE20,KPIH,Pocatello Rgnl (KPIH),KSLC,Salt Lake City Intl (KSLC),09:06AM MST,09:45AM MST,0:39,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.9098014831543,-112.59600067138672,40.78839874267578,-111.97799682617188,Pocatello Regional Airport,Pocatello,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,39,Friday,0
N481HC,2021-02-26,BE20,KSLC,Salt Lake City Intl (KSLC),KPIH,Pocatello Rgnl (KPIH),07:45AM MST,08:38AM MST,0:52,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,Salt Lake City,UT,US,Pocatello Regional Airport,Pocatello,ID,US,day,day,52,Friday,0
N481HC,2021-02-25,BE20,KPIH,Pocatello Rgnl (KPIH),KSLC,Salt Lake City Intl (KSLC),08:01PM MST,08:38PM MST,0:36,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.9098014831543,-112.59600067138672,40.78839874267578,-111.97799682617188,Pocatello Regional Airport,Pocatello,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,36,Thursday,0
N481HC,2021-02-25,BE20,KSLC,Salt Lake City Intl (KSLC),KPIH,Pocatello Rgnl (KPIH),04:52PM MST,05:26PM MST,0:34,149.84213180819745,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,Salt Lake City,UT,US,Pocatello Regional Airport,Pocatello,ID,US,day,day,34,Thursday,0
N481HC,2021-02-25,BE20,KEVW,"Evanston, WY",KSLC,Salt Lake City Intl (KSLC),03:38PM MST,03:52PM MST,0:14,43.23158668774071,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.10893,-111.26803,40.78839874267578,-111.97799682617188,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,14,Thursday,0
N481HC,2021-02-25,BE20,KSLC,Salt Lake City Intl (KSLC),KEVW,Evanston-Uinta Co  (KEVW),02:54PM MST,03:15PM MST,0:20,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,41.27479935,-111.0350037,Salt Lake City International Airport,Salt Lake City,UT,US,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,day,day,20,Thursday,0
N481HC,2021-02-22,BE20,KOGD,Ogden-Hinckley (KOGD),KSLC,Salt Lake City Intl (KSLC),03:07PM MST,03:19PM MST,0:11,28.176017558125785,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.195899963379,-112.0120010376,40.78839874267578,-111.97799682617188,Ogden Hinckley Airport,Ogden,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,11,Monday,0
N481HC,2021-02-22,BE20,KBIL,Billings Logan Intl (KBIL),KOGD,Ogden-Hinckley (KOGD),12:59PM MST,02:23PM MST,1:24,362.8920489929268,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",45.807701110839844,-108.54299926757812,41.195899963379,-112.0120010376,Billings Logan International Airport,Billings,MT,US,Ogden Hinckley Airport,Ogden,UT,US,day,day,84,Monday,0
N481HC,2021-02-22,BE20,KSLC,Salt Lake City Intl (KSLC),KBIL,Billings Logan Intl (KBIL),09:07AM MST,10:43AM MST,1:35,387.27906884319987,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,45.807701110839844,-108.54299926757812,Salt Lake City International Airport,Salt Lake City,UT,US,Billings Logan International Airport,Billings,MT,US,day,day,95,Monday,0
N481HC,2021-02-20,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),05:43PM MST,05:54PM MST,0:10,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,10,Saturday,1
N481HC,2021-02-20,BE20,K74V,Roosevelt Muni (74V),KPVU,Provo Muni (KPVU),03:37PM MST,03:57PM MST,0:20,88.4882047757465,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.219200134277,-111.72299957275,Roosevelt Municipal Airport,Roosevelt,UT,US,Provo Municipal Airport,Provo,UT,US,day,day,20,Saturday,1
N481HC,2021-02-20,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),02:48PM MST,03:17PM MST,0:28,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,28,Saturday,1
N481HC,2021-02-20,BE20,KIDA,Idaho Falls Rgnl (KIDA),KSLC,Salt Lake City Intl (KSLC),09:05AM MST,09:58AM MST,0:52,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.514599,-112.070999,40.78839874267578,-111.97799682617188,Idaho Falls Regional Airport,Idaho Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,52,Saturday,1
N481HC,2021-02-20,BE20,KSLC,Salt Lake City Intl (KSLC),KIDA,Idaho Falls Rgnl (KIDA),07:17AM MST,08:09AM MST,0:52,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.514599,-112.070999,Salt Lake City International Airport,Salt Lake City,UT,US,Idaho Falls Regional Airport,Idaho Falls,ID,US,day,day,52,Saturday,1
N481HC,2021-02-20,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),12:05AM MST,12:36AM MST,0:31,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,31,Saturday,1
